env,method,seed,episode,sample_return,greedy_return,baseline,critic_samples
delayed_lever,learned_acct,7,180,1.40625,2.0,1.2108541005683506,128
delayed_lever,learned_acct,7,200,1.51171875,2.0,1.434860015491045,128
delayed_lever,learned_acct,7,220,1.6484375,2.0,1.516150371561973,128
delayed_lever,learned_acct,7,240,1.64453125,2.0,1.5468014789336129,128
delayed_lever,learned_acct,7,260,1.78125,2.0,1.5335576425794004,128
delayed_lever,learned_acct,7,280,1.78515625,2.0,1.5796588880120188,128
delayed_lever,learned_acct,7,300,1.8203125,2.0,1.6527506190916779,128
delayed_lever,learned_acct,7,320,1.765625,2.0,1.728929701618335,128
delayed_lever,learned_acct,7,340,1.8359375,2.0,1.756174022548388,128
delayed_lever,learned_acct,7,360,1.8203125,2.0,1.760285722103321,128
delayed_lever,learned_acct,7,380,1.765625,2.0,1.8195380169604727,128
delayed_lever,learned_acct,7,400,1.86328125,2.0,1.8573760820024787,128
delayed_lever,learned_agent_time_cf,0,1,0.59765625,2.0,0.01,512
delayed_lever,learned_agent_time_cf,0,20,0.67578125,2.0,0.18968551714135243,512
delayed_lever,learned_agent_time_cf,0,40,0.87890625,2.0,0.45201226282873147,512
delayed_lever,learned_agent_time_cf,0,60,1.16015625,2.0,0.6035291447947269,512
delayed_lever,learned_agent_time_cf,0,80,1.22265625,2.0,0.7715272946372101,512
delayed_lever,learned_agent_time_cf,0,100,1.4140625,2.0,1.015544580426642,512
delayed_lever,learned_agent_time_cf,0,120,1.1875,2.0,1.2560574168802676,512
delayed_lever,learned_agent_time_cf,0,140,1.625,2.0,1.3183153459133248,512
delayed_lever,learned_agent_time_cf,0,160,1.609375,2.0,1.3416521843979823,512
delayed_lever,learned_agent_time_cf,0,180,1.56640625,2.0,1.456751157552911,512
delayed_lever,learned_agent_time_cf,0,200,1.6328125,2.0,1.5332445359824571,512
